State,County,Prevalence,Number in Group
GA,13251,0.04345796573775848,86
GA,13293,0.03596192886709378,121
GA,13217,0.031019950299527144,370
GA,13101,0.03463380593222018,5778
GA,13183,0.03581603581603582,64
GA,13193,0.03732904263877715,63
GA,13061,0.026274137385248496,15
GA,13129,0.029989959693261355,182
GA,13005,0.040991902834008095,58
GA,13237,0.044763077411923584,103
GA,13037,0.04783298097251586,31
GA,13257,0.03848353156450137,123
GA,13055,0.03497458242556282,106
GA,13277,0.04629841851936741,269
GA,13149,0.04658968850698174,63
GA,13111,0.053684974181709554,117
GA,13171,0.03456343720089333,59
GA,13179,0.042789968652037616,223
GA,13009,0.04672897196261682,216
GA,13209,0.03218369605311693,31
GA,13049,0.02710843373493976,31
GA,13289,0.04780416053792814,39
GA,13075,0.03220433092726263,84
GA,13069,0.030122633646862722,182
GA,13063,0.026582329641904455,1194
GA,13033,0.02148091383686958,78
GA,13259,0.03127068166776969,16
GA,13233,0.04235227024941713,229
GA,13303,0.03969529666643371,102
GA,13315,0.021580372528103717,22
GA,13155,0.056644235746505955,68
GA,13085,0.025594149908592323,41
GA,13079,0.027885055966485568,37
GA,13043,0.030563731039166854,50
GA,13269,0.05090553108174253,50
GA,13025,0.03645557231986299,83
GA,13051,0.039880780266465,974
GA,13207,0.03029000047776026,56
GA,13309,0.0295194237808478,22
GA,13239,0.03042754025541366,194
GA,13261,0.056377872278293883,268
GA,13235,0.030146731880835928,31
GA,13295,0.03788213496757643,238
GA,13169,0.046025969729550906,99
GA,13219,0.0401750718578521,57
GA,13151,0.03985940291218465,559
GA,13287,0.02930895401989782,37
GA,13299,0.05187169898608273,247
GA,13117,0.02896478530682036,189
GA,13047,0.03608835601273907,194
GA,13157,0.029260658024565345,156
GA,13159,0.025560081466395112,45
GA,13123,0.039261108938295375,119
GA,13227,0.03984105406253268,107
GA,13229,0.04605007134518096,96
GA,13187,0.03537981269510926,76
GA,13321,0.04736066693018075,114
GA,13013,0.03645553707753349,249
GA,13199,0.03851594650205761,104
GA,13057,0.03494276998603712,363
GA,13213,0.034402899912734104,187
GA,13143,0.049165462325370515,154
GA,13165,0.038073750264401046,48
GA,13141,0.02789109982516027,31
GA,13127,0.03837532202482519,306
GA,13221,0.06034193764666443,51
GA,13205,0.034461986395923794,120
GA,13045,0.04779178811304017,550
GA,13121,0.03945123620338038,3506
GA,13153,0.03349437280753141,434
GA,13297,0.03610120759056929,286
GA,13015,0.037483378354645276,419
GA,13137,0.032739143709340286,126
GA,13301,0.023207269155206288,18
GA,13029,0.05267443853934511,115
GA,13053,0.037481259370314844,18
GA,13021,0.04193805717293332,896
GA,13197,0.019572617246596067,21
GA,13181,0.01941258036051935,13
GA,13097,0.038884986505970644,476
GA,13305,0.04284436493738819,173
GA,13103,0.056027867774232055,217
GA,13081,0.026219559635882673,90
GA,13007,0.03463380593222018,5778
GA,13019,0.04341129696622372,106
GA,13189,0.03550430960671271,109
GA,13093,0.0246491331524944,38
GA,13135,0.019817994567853835,1420
GA,13125,0.03042754025541366,194
GA,13313,0.027998136907710393,352
GA,13175,0.04282558356178968,285
GA,13139,0.020186003573046576,424
GA,13027,0.025860507246376813,54
GA,13099,0.01516739011126079,26
GA,13073,0.03904424622709438,249
GA,13095,0.033835228054722125,543
GA,13119,0.04680014301036825,122
GA,13001,0.04320337197049526,114
GA,13255,0.03887643206943096,308
GA,13107,0.02567368447341475,90
GA,13109,0.03331536388140162,54
GA,13311,0.03197910869472152,68
GA,13201,0.02734107997265892,22
GA,13291,0.03660468117557342,57
GA,13065,0.027675749551550353,28
GA,13281,0.04143904063957362,26
GA,13067,0.025922429972014615,1295
GA,13247,0.02769445143310561,254
GA,13307,0.035830639990155,509
GA,13035,0.02683511914281145,76
GA,13271,0.02885219676626864,43
GA,13071,0.023518502908201972,177
GA,13087,0.03120920111905502,139
GA,13031,0.04389517569982132,269
GA,13011,0.021635912377252618,39
GA,13195,0.034720940655400594,118
GA,13241,0.042052259118127384,56
GA,13059,0.03267962313798554,326
GA,13113,0.03742954758122429,157
GA,13145,0.047148432582147806,67
GA,13319,0.024600504625735913,32
GA,13147,0.029436672199451237,79
GA,13253,0.031330105383081744,38
GA,13211,0.034065534610790885,60
GA,13017,0.0357201322725338,97
GA,13167,0.05226452248112898,57
GA,13023,0.04624396967608546,63
GA,13267,0.04138003282466739,106
GA,13089,0.025923822569519767,1940
GA,13279,0.03381200297499857,156
GA,13243,0.0358203414996288,33
GA,13115,0.03697252392955541,401
GA,13077,0.03107737366996626,300
GA,13191,0.03188886257794617,39
GA,13177,0.03605518917042694,75
GA,13105,0.03249405822935235,76
GA,13161,0.02702301960929681,67
GA,13185,0.04502157283698439,570
GA,13273,0.04693971468016567,71
GA,13133,0.022264220521803265,41
GA,13317,0.023265895953757224,28
GA,13249,0.02927120669056153,13
GA,13215,0.03663991054670341,819
GA,13173,0.03595823192274476,42
