State,County,Prevalence,Number in Group
GA,13231,0.19233940008878178,287
GA,13227,0.23096400132105244,587
GA,13247,0.1544308963828376,1415
GA,13301,0.253978606835377,174
GA,13229,0.13415198284200344,308
GA,13019,0.21872917129526773,543
GA,13289,0.13949255968311744,119
GA,13219,0.11817819678661533,168
GA,13029,0.12738236718165413,268
GA,13017,0.1754080593779763,493
GA,13101,0.1049789029535865,60
GA,13297,0.146616675593644,1139
GA,13167,0.2137359384251036,226
GA,13257,0.14810291945927526,468
GA,13069,0.22687918142463598,1407
GA,13075,0.20391901191640407,526
GA,13007,0.27344913151364764,97
GA,13303,0.24165988608624897,629
GA,13129,0.1871293851376839,1154
GA,13147,0.15681973954763537,418
GA,13063,0.1444619664059165,6867
GA,13133,0.09009877138039027,167
GA,13059,0.10740829537281228,1304
GA,13123,0.19427815237255025,573
GA,13111,0.1672839230734907,354
GA,13233,0.12051747995265326,668
GA,13095,0.2080560683467136,3517
GA,13255,0.13126543579254296,1109
GA,13291,0.13894371672946948,220
GA,13105,0.12969558990930122,321
GA,13141,0.16569489165433818,173
GA,13109,0.1600375649099547,262
GA,13185,0.14018433307078998,1857
GA,13099,0.188629420597525,330
GA,13175,0.20598987279239225,1514
GA,13197,0.2203725723345224,200
GA,13097,0.15726562342522726,2207
GA,13093,0.22897166096443097,324
GA,13087,0.15986307777352554,678
GA,13249,0.4131782945736434,201
GA,13271,0.1436974215169961,191
GA,13171,0.2072109193922225,379
GA,13033,0.12142129963002508,444
GA,13117,0.1305922635049096,881
GA,13223,0.12549905343854847,1279
GA,13267,0.16016537839295344,400
GA,13221,0.09785903751420993,99
GA,13153,0.122098530706027,1666
GA,13173,0.13862760215882808,166
GA,13107,0.10735755705697718,376
GA,13015,0.12520452743619587,1369
GA,13299,0.13678285507825128,663
GA,13287,0.21594101123595505,274
GA,13211,0.11272604360317728,189
GA,13047,0.14115803061036328,848
GA,13187,0.13292460213931645,289
GA,13025,0.14702684619887932,330
GA,13143,0.1450704627962153,465
GA,13181,0.159480064991876,122
GA,13155,0.19667104686815592,251
GA,13159,0.14287352367847725,226
GA,13169,0.15444527301350566,342
GA,13319,0.13943712148200926,174
GA,13295,0.12028595409684235,772
GA,13121,0.12623823687354974,11682
GA,13285,0.14166198055934906,1155
GA,13201,0.18122858541360745,136
GA,13139,0.1402339218459485,3284
GA,13269,0.16735977279642966,143
GA,13145,0.11649223168432686,168
GA,13307,0.28475551294343243,82
GA,13177,0.2684500507467015,701
GA,13245,0.11808650319843216,3333
GA,13083,0.10637545317888407,114
GA,13065,0.13193504736129905,142
GA,13321,0.2637654032132273,623
GA,13195,0.11554557800504421,379
GA,13053,0.08597603946441155,34
GA,13067,0.0990370733192811,5112
GA,13085,0.12333788989685597,190
GA,13311,0.10948043184885291,242
GA,13213,0.19476648981463288,1121
GA,13283,0.22859561858397714,193
GA,13193,0.2756466876971609,398
GA,13239,0.2092150170648464,56
GA,13149,0.1900903294367694,266
GA,13205,0.246083301490256,832
GA,13051,0.1149797155035177,2948
GA,13225,0.1344596865357001,394
GA,13207,0.15379001654179236,293
GA,13189,0.25311614730878185,810
GA,13243,0.2030643910007758,193
GA,13199,0.1344206779778154,364
GA,13161,0.22264536139138627,520
GA,13035,0.12397487994089398,310
GA,13079,0.14298935677926886,199
GA,13011,0.11278236316246742,192
GA,13317,0.1329682365826944,162
GA,13039,0.1446025182797206,585
GA,13045,0.1734085197085865,2005
GA,13259,0.1809473124002129,93
GA,13115,0.11731778522652604,1289
GA,13163,0.17441425256381465,424
GA,13191,0.10068758397218051,118
GA,13277,0.22782566171526378,1337
GA,13157,0.11476955369372253,600
GA,13151,0.16065157711564676,2418
GA,13281,0.10832946994282182,70
GA,13127,0.11155965366018217,909
GA,13137,0.1013361765840158,409
GA,13023,0.19484798562228545,233
GA,13179,0.158337143460064,846
GA,13241,0.1516200679383329,210
GA,13071,0.15563808237677246,1142
GA,13057,0.1348137950454855,1632
GA,13003,0.2146933420793703,306
GA,13055,0.2174512330326911,659
GA,13313,0.15716940346619135,1949
GA,13013,0.12023768739146358,953
GA,13183,0.15802058426031812,292
GA,13125,0.19140625,60
GA,13089,0.12612015809720561,9952
GA,13103,0.11399641490237876,458
GA,13293,0.2983817217201205,1022
GA,13235,0.21331217326362958,212
GA,13021,0.10932631153190558,2394
GA,13135,0.12753060887441672,9904
GA,13217,0.15320615581917282,1766
GA,13031,0.10910379541772738,698
GA,13253,0.26492590994101567,337
GA,13273,0.2326309067688378,320
GA,13027,0.16779474983993414,337
GA,13305,0.18996186069776166,1114
GA,13261,0.42603582315698335,2132
GA,13279,0.18409672769518728,768
GA,13037,0.24898811855333594,169
GA,13009,0.22291787729394344,1078
GA,13091,0.11532858211599795,270
GA,13265,0.16325062927004674,42
GA,13215,0.13388011049509105,3149
GA,13263,0.17415185783521808,98
GA,13131,0.10357340720221607,348
GA,13043,0.11949462746487188,188
GA,13275,0.12045036334716028,707
GA,13251,0.10692375109553023,196
GA,13005,0.13046200075122075,198
GA,13209,0.1646562123039807,152
GA,13001,0.21526908635794745,540
GA,13237,0.21532477635161415,497
GA,13113,0.14837525549576608,689
GA,13077,0.12424740010946908,1235
GA,13073,0.13544219518068876,908
GA,13081,0.1962349358048678,672
GA,13049,0.14703270084779976,179
GA,13061,0.17027863777089783,98
GA,13315,0.20153802869736473,195
GA,13165,0.11208367331800312,138
GA,13119,0.14848233298444435,375
GA,13309,0.19415119524329572,153
PA,42093,0.054292929292929296,53
PA,42019,0.0030918350894830185,30
PA,42051,0.003934523349560827,57
PA,42121,0.08954674325269708,417
PA,42097,0.075648206267201,557
PA,42029,0.05004728080399358,996
PA,42035,0.07407407407407407,211
PA,42079,0.06933551164804658,1959
PA,42101,0.0443613160427939,10149
PA,42127,0.11674508178737719,418
PA,42125,0.0024917113155010313,33
PA,42039,0.0532144466314117,388
PA,42069,0.10645635259248787,1840
PA,42075,0.007019041926393989,73
PA,42007,0.00344829922294711,48
PA,42045,0.0679111375540516,2763
PA,42129,0.0023183586021097062,53
PA,42115,0.13566873416615707,415
PA,42133,0.01572170009819049,504
PA,42067,0.10853980631367123,153
PA,42059,0.004607383119452768,15
PA,42123,0.040358232794272836,124
PA,42073,0.006367481203007519,49
PA,42017,0.051534026903452386,1363
PA,42065,0.15267299990686412,574
PA,42023,0.06490384615384616,31
PA,42071,0.026701844621376283,944
PA,42057,0.07584778669427905,79
PA,42003,0.002141979102642901,189
PA,42109,0.10357473474328847,259
PA,42055,0.06494029020245688,673
PA,42099,0.012868462757527734,38
PA,42013,0.03570495308231381,391
PA,42015,0.1136200430862523,517
PA,42085,0.0494150178951145,488
PA,42089,0.088923862531071,1167
PA,42087,0.10851226107657105,409
PA,42103,0.11348981171008511,434
PA,42047,0.09884182135491036,215
PA,42021,0.048073030691065305,505
PA,42117,0.11363493361857421,323
PA,42005,0.0037547147270151726,21
PA,42027,0.08157524613220815,416
PA,42041,0.009272714135469939,104
PA,42037,0.09254232371163928,390
PA,42009,0.05060537954034655,182
PA,42113,0.08125894134477825,26
PA,42091,0.07337141320452718,2477
PA,42025,0.08792332752481248,407
PA,42095,0.030668317063793474,573
PA,42105,0.057586561121517915,84
PA,42063,0.005908704099163469,34
PA,42043,0.006717878973561896,163
PA,42107,0.10097729825553407,1153
PA,42111,0.06401933457996684,325
